symbol,block,door,pl,pc,height,width,top,material,wood,sizecategory,ups
2,2,1,2,1,1.75,0.6,1.75,2,0,0,'02510030'
0,5,4,9,0,1.8,3.535,1.8,0,5,1,'02540180'
4,5,0,9,0,0.3,3.535,2.3,1,5,1,'02540420'
3,4,1,8,0,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.4,1.26,2.2,2,1,2,'02510180'
0,4,3,7,0,1.75,2.625,1.75,2,1,0,'02510150'
0,3,2,5,0,0.9,1.555,1.8,2,1,1,'02510150'
0,5,4,9,0,1.2,3.535,1.7,0,5,1,'02540260'
4,3,1,5,0,0.4,1.26,2.2,2,1,2,'02510120'
0,4,3,7,0,1.8,2.625,1.8,2,2,0,'02510190'
0,5,4,9,0,1.2,2.625,1.65,0,5,1,'02540260'
0,3,2,5,0,0.45,0.805,1.8,2,1,2,'02510180'
2,2,1,2,1,1.7,0.805,1.7,1,5,1,'02540330'
0,3,2,5,0,0.7,0.805,1.7,0,5,0,'02540170'
6,3,2,7,0,0.7,1.715,1.8,1,5,1,'02540450'
4,3,1,5,0,2.3,1.715,2.3,1,5,1,'02540420'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,0.5,1.715,0.5,2,0,2,'02510090'
0,3,2,5,0,1.75,1.715,1.75,2,1,0,'02510120'
0,3,2,5,0,0.3,1.05,2.2,2,4,2,'02510310'
0,5,4,9,0,1.75,3.535,1.75,2,4,0,'02510250'
0,5,4,9,0,1.75,2.625,1.75,2,4,0,'02510250'
0,5,4,9,0,1.8,3.535,1.8,2,4,0,'02510250'
0,3,2,5,0,0.45,1.26,0.45,2,0,2,'02510090'
2,2,1,3,1,0.8,0.805,1.75,2,3,2,'02510410'
0,3,2,5,0,1.75,1.715,1.75,2,3,0,'02510350'
2,2,1,3,1,1.8,0.805,1.8,2,3,0,'02510350'
2,2,1,2,1,1.75,0.6,1.75,2,0,0,'02510030'
0,5,4,9,0,1.8,3.535,1.8,0,5,1,'02540180'
4,5,0,9,0,0.3,3.535,2.3,1,5,1,'02540420'
3,4,1,8,0,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.4,1.26,2.2,2,1,2,'02510180'
0,4,3,7,0,1.75,2.625,1.75,2,1,0,'02510150'
0,3,2,5,0,0.9,1.555,1.8,2,1,1,'02510150'
0,5,4,9,0,1.2,3.535,1.7,0,5,1,'02540260'
4,3,1,5,0,0.4,1.26,2.2,2,1,2,'02510180'
0,4,3,7,0,1.8,2.625,1.8,2,2,0,'02510190'
0,5,4,9,0,1.2,2.625,1.65,0,5,1,'02540260'
0,3,2,5,0,0.45,0.805,1.8,2,1,2,'02510180'
2,2,1,2,1,1.7,0.805,1.7,1,5,1,'02540330'
0,3,2,5,0,0.7,0.805,1.7,0,5,0,'02540170'
6,3,2,7,0,0.7,1.715,1.8,1,5,1,'02540450'
4,3,1,5,0,2.3,1.715,2.3,1,5,1,'02540420'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,0.5,1.715,0.5,2,0,2,'02510090'
0,3,2,5,0,1.75,1.715,1.75,2,1,0,'02510120'
0,3,2,5,0,0.3,1.05,2.2,2,4,2,'02510310'
0,5,4,9,0,1.75,3.535,1.75,2,4,0,'02510250'
0,5,4,9,0,1.75,2.625,1.75,2,4,0,'02510250'
0,5,4,9,0,1.8,3.535,1.8,2,4,0,'02510250'
0,3,2,5,0,0.45,1.26,0.45,2,0,2,'02510090'
2,2,1,3,1,0.8,0.805,1.75,2,3,2,'02510410'
0,3,2,5,0,1.75,1.715,1.75,2,3,0,'02510350'
2,2,1,3,1,1.8,0.805,1.8,2,3,0,'02510350'
2,2,1,2,1,1.75,0.6,1.75,2,0,0,'02510030'
0,5,4,9,0,1.8,3.535,1.8,0,5,1,'02540180'
4,5,0,9,0,0.3,3.535,2.3,1,5,1,'02540420'
3,4,1,8,0,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.4,1.26,2.2,2,1,2,'02510180'
0,4,3,7,0,1.75,2.625,1.75,2,1,0,'02510150'
0,3,2,5,0,0.9,1.555,1.8,2,1,1,'02510150'
0,5,4,9,0,1.2,3.535,1.7,0,5,1,'02540260'
4,3,1,5,0,0.4,1.26,2.2,2,1,2,'02510180'
0,4,3,7,0,1.8,2.625,1.8,2,2,0,'02510190'
0,5,4,9,0,1.2,2.625,1.65,0,5,1,'02540260'
0,3,2,5,0,0.45,0.805,1.8,2,1,2,'02510180'
2,2,1,2,1,1.7,0.805,1.7,1,5,1,'02540330'
0,3,2,5,0,0.7,0.805,1.7,0,5,0,'02540170'
6,3,2,7,0,0.7,1.715,1.8,1,5,1,'02540450'
4,3,1,5,0,2.3,1.715,2.3,1,5,1,'02540420'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,0.5,1.715,0.5,2,0,2,'02510090'
0,3,2,5,0,1.75,1.715,1.75,2,1,0,'02510120'
0,3,2,5,0,0.3,1.05,2.2,2,4,2,'02510320'
0,5,4,9,0,1.75,3.535,1.75,2,4,0,'02510260'
0,5,4,9,0,1.75,2.625,1.75,2,4,0,'02510260'
0,5,4,9,0,1.8,3.535,1.8,2,4,0,'02510260'
0,3,2,5,0,0.45,1.26,0.45,2,0,2,'02510090'
2,2,1,3,1,0.8,0.805,1.75,2,3,2,'02510410'
0,3,2,5,0,1.75,1.715,1.75,2,3,0,'02510350'
2,2,1,3,1,1.8,0.805,1.8,2,3,0,'02510350'
2,2,1,2,1,1.75,0.6,1.75,2,0,0,'02510030'
0,5,4,9,0,1.8,3.535,1.8,0,5,1,'02540180'
4,5,0,9,0,0.3,3.535,2.3,1,5,1,'02540420'
3,4,1,8,0,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.4,1.26,2.2,2,1,2,'02510180'
0,4,3,7,0,1.75,2.625,1.75,2,1,0,'02510150'
0,3,2,5,0,0.9,1.555,1.8,2,1,1,'02510150'
0,3,2,5,0,1.8,1.73,1.8,1,5,1,'02540140'
0,3,2,5,0,1.1,1.73,1.8,0,5,1,'02540180'
9,3,1,6,0,0.3,1.26,2.3,2,1,2,'02510180'
9,3,1,6,0,0.37,0.55,2.2,2,4,2,'02510320'
9,3,1,6,0,0.35,0.575,2.2,2,4,2,'02510320'
9,3,1,6,0,0.35,0.805,2.15,2,4,2,'02510320'
9,3,1,6,0,0.3,1.715,2.3,2,1,2,'02510180'
9,3,1,6,0,0.37,0.805,2.2,2,4,2,'02510320'
